parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
5887880,33500,106286,139786,2,1066,11,27,2019,11/27/2019,1,0,177500
5887928,35900,107058,142958,2,1066,3,29,2017,3/29/2017,1,0,154000
5887936,34700,106286,140986,2,1066,9,5,2017,9/5/2017,1,0,157000
5887944,34700,107058,141758,2,1066,9,20,2018,9/20/2018,1,0,170000
5887987,34700,107058,141758,2,1066,7,8,2020,7/8/2020,1,0,178000
5887995,34700,107058,141758,2,1066,7,26,2017,7/26/2017,1,0,156000
2995327,398090,664477,1062567,4,5158,10,23,2018,10/23/2018,1,1,1250000
2995301,103020,236220,339240,3,2124,3,27,2019,3/27/2019,0,1,385000
5887995,34700,107058,141758,2,1066,9,15,2020,9/15/2020,1,0,185000
2995360,89284,153504,242788,3,1687,6,5,2017,6/5/2017,0,1,245000
2995408,85000,279774,364774,3,2963,11,28,2017,11/28/2017,0,1,326500
2995416,85000,272987,357987,4,2824,1,11,2018,1/11/2018,0,1,398700
2995441,63750,136500,200250,3,1796,10,30,2020,10/30/2020,0,1,145000
5888185,33500,107058,140558,2,1066,11,27,2017,11/27/2017,1,0,155000
5888193,35100,107058,142158,2,1066,2,11,2019,2/11/2019,1,0,167900
5894037,34000,179979,213979,3,1824,7,17,2020,7/17/2020,1,0,254000
5894037,34000,179979,213979,3,1824,4,23,2018,4/23/2018,1,0,227500
5894088,34000,153152,187152,3,1652,3,5,2020,3/5/2020,1,0,230000
5894169,34000,206922,240922,3,2000,12,17,2018,12/17/2018,1,0,310000
5894207,34000,195184,229184,3,2096,2,20,2019,2/20/2019,1,0,262000
5895548,58500,187726,246226,4,2011,10,7,2017,10/7/2017,1,0,250000
5522903,54900,304554,359454,4,2621,11,21,2017,11/21/2017,0,1,417500
5522911,54900,263332,318232,3,2618,9,30,2020,9/30/2020,0,1,529000
2995815,209070,214975,424045,4,2190,8,4,2017,8/4/2017,0,0,480000
2996081,52500,144635,197135,3,1701,11,17,2017,11/17/2017,0,0,254000
2996129,46216,141904,188120,3,1711,6,26,2017,6/26/2017,0,0,228700
2996129,46216,141904,188120,3,1711,6,30,2020,6/30/2020,0,0,263000
2996170,23153,218882,242035,4,2232,8,10,2020,8/10/2020,0,0,350000
5905888,68875,78440,147315,3,1620,7,30,2019,7/30/2019,1,1,175000
5905934,133408,387117,520525,3,3096,11,3,2017,11/3/2017,1,1,535000
5895718,49238,184088,233326,4,2746,8,18,2020,8/18/2020,1,0,299900
5915298,105000,417922,522922,3,3539,4,16,2020,4/16/2020,1,1,625000
5897869,34500,186126,220626,3,1423,6,19,2018,6/19/2018,1,0,255000
5901092,59400,175754,235154,3,2013,3,15,2018,3/15/2018,1,0,248000
5915409,94500,386314,480814,4,3702,3,24,2017,3/24/2017,1,1,565000
5915417,105000,321633,426633,4,2640,5,10,2019,5/10/2019,1,1,535000
5915433,105000,305465,410465,3,2566,2,22,2018,2/22/2018,1,1,466500
5555721,113200,578540,691740,5,5071,3,10,2020,3/10/2020,0,1,830000
5556191,85000,0,85000,,,9,22,2020,9/22/2020,0,1,130000
5557391,53000,255848,308848,3,2582,5,23,2018,5/23/2018,0,1,295000
5915522,94500,413589,508089,3,3685,4,7,2017,4/7/2017,1,1,629900
5915646,126000,664101,790101,5,5352,4,26,2018,4/26/2018,1,1,1050000
5915701,105000,399706,504706,3,3379,6,5,2020,6/5/2020,1,1,650000
5922324,60000,0,60000,,,12,6,2018,12/6/2018,1,1,70000
5924998,42000,198466,240466,2,1906,9,22,2017,9/22/2017,1,1,212000
5925528,42000,195755,237755,3,2001,11,11,2020,11/11/2020,1,1,270000
5925421,53000,220033,273033,2,2174,2,12,2020,2/12/2020,1,1,287000
5920488,17283,112030,129313,4,3245,5,8,2020,5/8/2020,1,0,100000
5926656,42000,284769,326769,4,3117,9,29,2020,9/29/2020,1,0,430000
5926699,42000,271840,313840,4,2622,4,30,2018,4/30/2018,1,0,369100
5926702,42000,240545,282545,4,2765,8,31,2017,8/31/2017,1,0,335000
5926907,42000,290477,332477,4,2712,7,11,2018,7/11/2018,1,0,399900
5926940,42000,226311,268311,3,2205,1,28,2019,1/28/2019,1,0,337500
5926991,42000,268732,310732,4,2706,8,8,2018,8/8/2018,1,0,340000
5557928,24408,227687,252095,3,2067,3,15,2018,3/15/2018,0,1,275000
5566838,46000,149539,195539,2,1775,3,27,2020,3/27/2020,0,1,253000
5566846,46000,170841,216841,3,1917,9,27,2018,9/27/2018,0,1,248000
5927059,42000,271934,313934,4,2578,8,1,2018,8/1/2018,1,0,319000
2894652,21600,84205,105805,2,900,3,20,2017,3/20/2017,0,0,109900
7822342,60000,158717,218717,2,1662,7,25,2017,7/25/2017,1,0,228900
7822351,60000,159390,219390,2,1722,8,15,2017,8/15/2017,1,0,241000
5927067,43000,255845,298845,4,2343,3,28,2018,3/28/2018,1,0,320000
5927075,42000,245582,287582,4,2568,3,29,2017,3/29/2017,1,0,327900
5927091,42000,355033,397033,5,4219,12,30,2019,12/30/2019,1,0,425000
5927199,42000,318656,360656,4,3188,7,31,2017,7/31/2017,1,0,400000
5936953,45000,196269,241269,3,2039,10,22,2019,10/22/2019,1,0,287000
5936953,45000,196269,241269,3,2039,5,17,2019,5/17/2019,1,0,285000
5945383,30038,179547,209585,3,1649,11,28,2018,11/28/2018,1,0,240000
5945413,51520,175342,226862,3,1715,12,21,2018,12/21/2018,1,0,320000
5945481,54595,233507,288102,3,1859,3,5,2019,3/5/2019,1,0,323000
5945481,54595,233507,288102,3,1859,5,7,2018,5/7/2018,1,0,300000
5945499,51520,199196,250716,3,2050,5,3,2018,5/3/2018,1,0,285000
5945596,52289,221927,274216,3,2153,10,18,2019,10/18/2019,1,0,329000
5948463,54620,0,54620,,,10,19,2020,10/19/2020,1,1,132500
5945961,30000,172047,202047,3,1606,10,23,2017,10/23/2017,1,0,265000
5948749,336922,309646,646568,3,1978,4,29,2020,4/29/2020,1,0,735000
5949842,30000,190284,220284,3,1459,2,13,2020,2/13/2020,1,0,243000
5949877,27500,144889,172389,3,1270,5,18,2018,5/18/2018,1,0,190500
5953661,32000,217347,249347,4,2684,7,25,2017,7/25/2017,1,0,269000
5953696,32000,239544,271544,5,3255,6,23,2017,6/23/2017,1,0,300000
5956491,90000,344139,434139,6,4470,1,24,2019,1/24/2019,1,1,500000
5566862,46000,179922,225922,3,1939,4,24,2019,4/24/2019,0,1,255000
5566897,46000,154968,200968,2,1700,12,20,2019,12/20/2019,0,1,242500
5566897,46000,154968,200968,2,1700,3,24,2017,3/24/2017,0,1,220000
5567028,40000,175780,215780,3,2077,9,20,2019,9/20/2019,0,1,257500
5567036,44000,172327,216327,3,1939,7,31,2019,7/31/2019,0,1,237500
5567079,40000,161463,201463,2,1810,7,24,2019,7/24/2019,0,1,240000
5953718,32000,179989,211989,4,1991,9,6,2018,9/6/2018,1,0,235000
5959023,55000,230874,285874,3,2116,8,10,2020,8/10/2020,1,0,320000
5959104,55000,215862,270862,3,2032,6,8,2018,6/8/2018,1,0,315000
5961125,46500,211614,258114,3,2072,7,17,2017,7/17/2017,1,0,272000
5961168,43000,213266,256266,3,2062,5,15,2020,5/15/2020,1,0,295000
5961389,46500,180018,226518,3,1673,9,10,2018,9/10/2018,1,0,262900
5968812,62000,237351,299351,3,1808,3,22,2017,3/22/2017,1,1,369000
5968910,62000,371176,433176,3,2878,12,1,2020,12/1/2020,1,1,543000
5969151,62000,257796,319796,3,2034,12,31,2019,12/31/2019,1,1,424000
5972992,47360,236380,283740,3,2287,1,24,2019,1/24/2019,1,1,370000
2959126,77500,0,77500,,,10,15,2020,10/15/2020,0,1,105000
5961419,46500,253854,300354,3,2450,5,31,2018,5/31/2018,1,0,350000
5961435,46500,200979,247479,3,1938,5,24,2017,5/24/2017,1,0,270000
5961443,46500,230025,276525,3,1991,6,12,2018,6/12/2018,1,0,325000
2998229,47723,219949,267672,5,2266,9,20,2019,9/20/2019,0,0,277000
5966984,26000,240030,266030,4,2336,9,5,2018,9/5/2018,1,0,305000
5967115,43000,233743,276743,4,2300,9,1,2017,9/1/2017,1,0,315000
5967247,43000,217796,260796,4,2006,12,6,2017,12/6/2017,1,0,266000
7822377,60000,190226,250226,4,2103,11,29,2017,11/29/2017,1,0,268300
7822393,60000,184320,244320,4,2055,1,19,2018,1/19/2018,1,0,254500
7822393,60000,184320,244320,4,2055,6,16,2020,6/16/2020,1,0,275000
7822407,60000,194473,254473,4,2098,4,4,2018,4/4/2018,1,0,273300
7822407,60000,194473,254473,4,2098,7,2,2019,7/2/2019,1,0,299900
7822415,60000,162241,222241,2,1722,2,26,2018,2/26/2018,1,0,245000
5567087,40000,157899,197899,3,1810,4,7,2020,4/7/2020,0,1,220000
5567117,42000,168953,210953,3,1888,9,28,2020,9/28/2020,0,1,257000
5567125,42000,193566,235566,3,2003,3,7,2019,3/7/2019,0,1,285357
5567231,60500,225990,286490,3,1974,3,4,2020,3/4/2020,0,1,340000
5570924,36480,0,36480,,,2,21,2020,2/21/2020,0,1,35000
7822423,60000,186940,246940,4,2076,1,26,2018,1/26/2018,1,0,261600
5571262,64000,324111,388111,4,2982,9,10,2018,9/10/2018,0,1,430000
5571271,64000,219242,283242,3,2026,5,29,2018,5/29/2018,0,1,370000
7822431,60000,230231,290231,4,3046,7,12,2018,7/12/2018,1,0,305000
7822440,60000,194774,254774,4,2107,5,31,2018,5/31/2018,1,0,277700
7822440,60000,194774,254774,4,2107,7,24,2019,7/24/2019,1,0,300000
3068131,23940,126151,150091,4,1617,6,12,2020,6/12/2020,0,0,225000
5571297,64000,310284,374284,3,2748,5,26,2017,5/26/2017,0,1,368000
5571301,64000,234161,298161,3,2168,6,29,2018,6/29/2018,0,1,382000
5571327,64000,261663,325663,3,2677,10,5,2018,10/5/2018,0,1,355000
5571343,76800,255712,332512,3,2459,6,15,2017,6/15/2017,0,1,319900
5571386,49500,333776,383276,3,3223,1,21,2020,1/21/2020,0,1,455000
5571645,49500,394192,443692,5,4174,12,15,2020,12/15/2020,0,1,595000
5571645,49500,394192,443692,5,4174,6,15,2017,6/15/2017,0,1,475000
5573427,97440,242400,339840,3,2886,9,25,2020,9/25/2020,0,1,460000
5574822,12000,133374,145374,3,1176,4,10,2018,4/10/2018,0,1,159000
5597679,33800,256932,290732,4,2153,10,23,2020,10/23/2020,0,1,410000
2981822,54150,79333,133483,2,756,4,30,2018,4/30/2018,0,1,152000
5597709,33800,183596,217396,3,1537,1,29,2020,1/29/2020,0,1,250000
5597717,33800,179801,213601,3,1290,10,13,2020,10/13/2020,0,1,309000
5604012,87000,422442,509442,4,3120,5,11,2017,5/11/2017,0,1,585000
5605213,21250,83166,104416,3,1544,4,26,2017,4/26/2017,0,1,100000
5605230,21250,76360,97610,2,1525,12,31,2019,12/31/2019,0,1,139500
5605329,14875,62568,77443,2,824,8,6,2018,8/6/2018,0,1,15900
7822466,60000,194774,254774,4,2107,5,31,2018,5/31/2018,1,0,276100
5605361,21250,66391,87641,2,1390,2,4,2019,2/4/2019,0,1,85000
5605361,21250,66391,87641,2,1390,5,27,2020,5/27/2020,0,1,107000
7822474,60000,160320,220320,3,1662,7,31,2018,7/31/2018,1,0,240200
7822482,60000,185968,245968,3,2034,9,18,2018,9/18/2018,1,0,266700
7822491,60000,191884,251884,4,2098,8,31,2018,8/31/2018,1,0,268900
7822504,60000,184135,244135,4,2034,8,2,2018,8/2/2018,1,0,269300
7822512,60000,193174,253174,4,2106,8,29,2018,8/29/2018,1,0,289000
7822521,60000,162390,222390,2,1722,8,24,2018,8/24/2018,1,0,260000
7822539,60000,184135,244135,4,2034,7,31,2018,7/31/2018,1,0,264000
7822547,37000,191884,228884,4,2098,9,24,2018,9/24/2018,1,0,275300
7822563,60000,257054,317054,4,3051,11,17,2017,11/17/2017,1,0,330400
7822571,60000,214483,274483,4,2457,11,29,2017,11/29/2017,1,0,295500
5605434,21250,0,21250,,,4,19,2018,4/19/2018,0,1,26900
5605434,21250,0,21250,,,2,11,2020,2/11/2020,0,1,27000
3023668,81491,125894,207385,3,1697,4,13,2017,4/13/2017,0,1,193100
5605451,21250,0,21250,,,12,2,2019,12/2/2019,0,1,24000
5605507,21250,0,21250,2,1247,9,4,2020,9/4/2020,0,1,143000
5605582,21250,0,21250,,,5,2,2019,5/2/2019,0,1,26900
5605787,21250,75133,96383,2,1286,3,23,2018,3/23/2018,0,1,135000
7822580,60000,236176,296176,4,2748,11,29,2017,11/29/2017,1,0,315000
7822598,60000,257186,317186,4,3051,1,23,2018,1/23/2018,1,0,339000
7822601,60000,218262,278262,4,2471,12,8,2017,12/8/2017,1,0,307100
7822610,60000,256610,316610,4,3051,3,9,2018,3/9/2018,1,0,335000
5605817,21250,66628,87878,2,1338,9,26,2018,9/26/2018,0,1,121000
5605850,21250,0,21250,,,11,19,2019,11/19/2019,0,1,23900
7822636,60000,241513,301513,4,2748,3,5,2018,3/5/2018,1,0,320000
7822644,60000,262335,322335,4,3051,3,29,2018,3/29/2018,1,0,334800
7822661,60000,256016,316016,4,3051,5,25,2018,5/25/2018,1,0,357900
7822679,60000,219340,279340,4,2471,5,24,2018,5/24/2018,1,0,312200
7822687,60000,262002,322002,4,3051,5,30,2018,5/30/2018,1,0,332000
7822695,60000,219340,279340,4,2471,5,30,2018,5/30/2018,1,0,301100
7979926,72250,398910,471160,2,2732,10,9,2019,10/9/2019,1,0,554000
7956977,62500,305826,368326,4,3621,11,1,2018,11/1/2018,1,0,413300
7957019,62500,0,62500,4,3568,9,9,2020,9/9/2020,1,0,436700
7822717,37000,217710,254710,4,2471,6,22,2018,6/22/2018,1,0,306400
5605876,21250,56626,77876,2,1514,7,14,2017,7/14/2017,0,1,108000
5606368,21250,85113,106363,2,1197,10,19,2020,10/19/2020,0,1,147000
5624986,38085,315620,353705,5,2856,6,23,2017,6/23/2017,0,1,379000
5609715,28785,194421,223206,3,1970,1,15,2019,1/15/2019,0,1,219000
5609758,23400,199598,222998,3,1979,8,7,2019,8/7/2019,0,1,219000
5609766,27075,168098,195173,3,1745,12,3,2020,12/3/2020,0,1,240000
5609791,25272,168377,193649,3,1661,7,19,2017,7/19/2017,0,1,189000
5609871,20160,155876,176036,3,1480,4,15,2020,4/15/2020,0,1,206000
5609936,23520,183611,207131,3,1758,3,29,2017,3/29/2017,0,1,192900
7838656,35500,209717,245217,4,2597,10,25,2017,10/25/2017,1,0,271000
7838664,35500,154908,190408,3,1537,7,6,2017,7/6/2017,1,0,213300
7838966,37500,169867,207367,3,1714,10,11,2017,10/11/2017,1,0,239100
7838974,37500,178951,216451,3,1913,10,30,2017,10/30/2017,1,0,231500
5609961,18414,181139,199553,3,1806,11,30,2017,11/30/2017,0,1,205000
5610021,22050,185042,207092,3,2019,7,7,2020,7/7/2020,0,1,228500
5624951,36000,0,36000,,,4,3,2017,4/3/2017,0,1,25000
5624986,38085,315620,353705,5,2856,4,30,2018,4/30/2018,0,1,379000
5624986,38085,315620,353705,5,2856,7,2,2019,7/2/2019,0,1,369000
5625931,61888,0,61888,3,1882,7,17,2019,7/17/2019,0,1,110000
5627667,82147,316737,398884,2,1952,6,4,2020,6/4/2020,0,1,486500
5636551,40000,180370,220370,3,1898,6,7,2019,6/7/2019,0,1,275000
5644804,28000,155253,183253,3,1607,10,2,2020,10/2/2020,0,1,250000
5644839,28000,165346,193346,3,1929,7,17,2017,7/17/2017,0,1,236000
5649512,68000,315775,383775,5,2954,7,6,2018,7/6/2018,0,1,415000
5649610,92300,705146,797446,6,5603,8,1,2018,8/1/2018,0,1,825000
5649610,92300,705146,797446,6,5603,9,8,2020,9/8/2020,0,1,928000
5649636,92300,546004,638304,4,4450,10,13,2020,10/13/2020,0,1,750000
5649679,68000,458779,526779,3,4219,1,30,2020,1/30/2020,0,1,565000
5649717,115375,441610,556985,3,3571,12,17,2018,12/17/2018,0,1,635000
5649792,115375,931181,1046556,5,5567,5,25,2017,5/25/2017,0,1,1100000
5649865,87685,387734,475419,4,3406,4,20,2018,4/20/2018,0,1,556300
5663086,12800,0,12800,3,1448,5,28,2020,5/28/2020,0,1,225000
5665551,16000,123519,139519,3,1142,6,26,2019,6/26/2019,0,1,170000
5665763,16000,127286,143286,3,1267,11,29,2018,11/29/2018,0,1,160000
5665836,16000,142743,158743,4,1459,3,13,2017,3/13/2017,0,1,140000
7838982,37500,178951,216451,4,1913,11,1,2017,11/1/2017,1,0,222000
7862557,47000,234848,281848,5,2628,1,11,2018,1/11/2018,1,0,302600
7862557,47000,234848,281848,5,2628,2,14,2019,2/14/2019,1,0,350000
7866846,51500,191705,243205,2,1585,2,24,2017,2/24/2017,1,0,259700
7866854,51500,213756,265256,2,1874,10,26,2017,10/26/2017,1,0,57500
7866862,51500,213756,265256,2,1874,10,25,2017,10/25/2017,1,0,57500
7866862,51500,213756,265256,2,1874,7,23,2019,7/23/2019,1,0,290000
3052200,28249,61890,90139,2,1000,12,12,2018,12/12/2018,0,0,160000
7866871,51500,214303,265803,2,1874,2,10,2017,2/10/2017,1,0,268800
7866889,51500,216238,267738,3,1592,2,23,2018,2/23/2018,1,0,269900
3070241,35000,188429,223429,3,1934,8,28,2019,8/28/2019,0,0,270000
7867877,95000,434361,529361,5,4098,10,31,2018,10/31/2018,1,0,543100
7867885,95000,474050,569050,5,4021,12,21,2018,12/21/2018,1,0,562200
5666638,16000,114232,130232,3,1096,9,29,2020,9/29/2020,0,1,180000
5672883,46750,209193,255943,3,2175,12,31,2019,12/31/2019,0,1,285000
5674461,23405,133230,156635,3,1288,4,17,2019,4/17/2019,0,1,185900
5674479,22344,115414,137758,3,1224,11,2,2017,11/2/2017,0,1,158000
7870843,32500,201675,234175,3,1760,6,30,2017,6/30/2017,1,0,216000
7870851,32500,177100,209600,3,1711,4,25,2017,4/25/2017,1,0,205000
5674509,21375,139070,160445,3,1524,5,26,2017,5/26/2017,0,1,169900
5674509,21375,139070,160445,3,1524,8,21,2019,8/21/2019,0,1,200000
5674517,21600,182655,204255,4,1992,3,22,2019,3/22/2019,0,1,217000
5675238,18508,0,18508,,,9,18,2018,9/18/2018,0,1,21000
7870908,32500,187646,220146,4,1846,1,25,2017,1/25/2017,1,0,222000
7871297,32500,179016,211516,3,1760,11,30,2017,11/30/2017,1,0,236000
5690245,22752,181595,204347,3,1820,12,26,2019,12/26/2019,0,1,265000
5692507,24500,160117,184617,3,1580,10,14,2019,10/14/2019,0,1,208000
5692515,24500,152947,177447,3,1573,12,27,2017,12/27/2017,0,1,182000
5693309,38189,110885,149074,3,1727,3,4,2017,3/4/2017,0,1,155000
5703991,77500,0,77500,2,1113,1,2,2019,1/2/2019,0,1,85000
5977471,88275,296993,385268,3,1920,6,7,2018,6/7/2018,1,1,439000
5704025,77500,0,77500,,,12,30,2019,12/30/2019,0,1,85000
7871301,32500,179837,212337,3,1788,7,31,2017,7/31/2017,1,0,240000
5977846,17341,145407,162748,3,1567,12,16,2019,12/16/2019,1,0,217000
5977901,16968,151655,168623,3,1533,10,2,2020,10/2/2020,1,0,246500
5978109,16530,148666,165196,3,1516,6,28,2017,6/28/2017,1,0,173000
5989046,48000,179020,227020,3,1623,5,24,2019,5/24/2019,1,0,257000
5990613,55000,144859,199859,2,1547,3,14,2018,3/14/2018,1,0,210000
5990711,55000,160082,215082,3,1822,5,31,2018,5/31/2018,1,0,244000
5990851,37000,163210,200210,3,1868,6,28,2017,6/28/2017,1,0,228000
5019951,20676,170095,190771,3,1694,7,17,2020,7/17/2020,0,0,246000
5704068,139500,407032,546532,3,2358,1,30,2018,1/30/2018,0,1,625000
5708934,92050,0,92050,,,2,28,2017,2/28/2017,0,1,99000
5709655,77096,0,77096,,,12,17,2019,12/17/2019,0,1,109000
5709671,267500,378433,645933,3,3788,2,25,2019,2/25/2019,0,1,780000
5710441,86920,69394,156314,3,1188,4,18,2017,4/18/2017,0,1,82000
5990869,37000,138934,175934,2,1418,4,25,2019,4/25/2019,1,0,204000
5990982,37000,141503,178503,2,1524,12,6,2017,12/6/2017,1,0,199900
5991059,55000,189518,244518,3,2174,7,19,2019,7/19/2019,1,0,280000
5991067,65000,162908,227908,3,1826,11,29,2018,11/29/2018,1,0,255000
5991504,60500,283160,343660,3,2495,8,31,2017,8/31/2017,1,0,424000
5991539,60500,264568,325068,3,2353,6,12,2017,6/12/2017,1,0,361000
5991687,60500,266747,327247,3,2580,12,20,2019,12/20/2019,1,0,420000
5991695,60500,260132,320632,4,2469,12,19,2017,12/19/2017,1,0,325000
5992781,64800,316840,381640,3,2930,4,19,2018,4/19/2018,1,0,440000
5992896,68750,149861,218611,3,1786,3,12,2018,3/12/2018,1,0,252000
7871319,32500,187292,219792,4,1867,7,21,2017,7/21/2017,1,0,241500
5994627,83773,307332,391105,4,3292,3,17,2017,3/17/2017,1,0,367500
5994643,79865,246219,326084,5,3082,12,4,2020,12/4/2020,1,0,485000
5995470,37600,239468,277068,3,2471,9,27,2019,9/27/2019,1,0,326500
2999799,53654,166527,220181,3,1921,9,12,2019,9/12/2019,0,0,302000
5020240,20676,170481,191157,4,1629,7,13,2017,7/13/2017,0,0,181000
5710581,44000,216814,260814,3,2222,2,17,2017,2/17/2017,0,1,250000
5710785,35000,208349,243349,3,1807,1,31,2018,1/31/2018,0,1,273500
5710840,35000,203284,238284,3,1879,3,21,2019,3/21/2019,0,1,280000
5710963,35000,206494,241494,3,1978,5,25,2018,5/25/2018,0,1,275000
5710998,35000,210286,245286,3,1975,4,9,2019,4/9/2019,0,1,287000
5711234,135700,223177,358877,4,2046,2,9,2018,2/9/2018,0,1,420000
2999829,40095,215214,255309,2,1635,10,19,2017,10/19/2017,0,0,277900
5995526,41830,245254,287084,4,2593,5,8,2019,5/8/2019,1,0,320000
5996719,40000,217431,257431,4,2123,9,17,2019,9/17/2019,1,0,299000
5996913,40000,217122,257122,4,1978,12,26,2018,12/26/2018,1,0,320300
5996913,40000,217122,257122,4,1978,6,27,2019,6/27/2019,1,0,326000
6007527,46705,209138,255843,5,2642,7,28,2017,7/28/2017,1,0,286000
6007918,46500,221747,268247,4,2102,7,11,2017,7/11/2017,1,0,350000
6007926,46500,201199,247699,3,1794,10,6,2017,10/6/2017,1,0,319000
6008175,45000,0,45000,,,10,2,2020,10/2/2020,1,0,90000
6008345,45000,217800,262800,4,2380,9,7,2018,9/7/2018,1,0,295000
6009732,51500,126613,178113,3,1472,11,23,2020,11/23/2020,1,0,234000
6009813,46875,113458,160333,3,1476,4,10,2017,4/10/2017,1,0,171000
6009848,51500,114711,166211,3,1783,7,18,2017,7/18/2017,1,0,170000
6009872,51500,137124,188624,3,1842,3,16,2020,3/16/2020,1,0,230000
3069064,23940,80569,104509,2,918,7,10,2017,7/10/2017,0,0,121500
6009902,51500,132332,183832,2,1608,8,28,2020,8/28/2020,1,0,220000
5711234,135700,223177,358877,4,2046,5,22,2020,5/22/2020,0,1,445000
5711251,128368,201310,329678,3,2230,12,14,2017,12/14/2017,0,1,367500
7978610,18000,140598,158598,3,1687,9,10,2019,9/10/2019,1,1,181300
5712656,22960,200334,223294,3,1626,3,16,2017,3/16/2017,0,1,25000
5715710,163800,357079,520879,,,10,11,2018,10/11/2018,0,1,550000
5715787,117000,152242,269242,,,1,13,2017,1/13/2017,0,1,350000
6010838,45000,108653,153653,3,1311,6,14,2017,6/14/2017,1,0,157500
6010943,51500,94427,145927,2,1316,4,26,2019,4/26/2019,1,0,150000
3086066,51750,123844,175594,2,1300,5,29,2018,5/29/2018,0,0,175000
6017620,65000,119313,184313,2,1275,8,5,2020,8/5/2020,1,0,195000
6017646,65000,125974,190974,3,1480,5,23,2018,5/23/2018,1,0,195000
6017794,55000,141194,196194,2,1482,8,13,2020,8/13/2020,1,0,238500
6018006,55000,126558,181558,3,1480,3,27,2020,3/27/2020,1,0,218600
6024855,116280,0,116280,,,4,25,2019,4/25/2019,1,0,120000
6024855,116280,0,116280,,,10,20,2020,10/20/2020,1,0,153000
6025274,132685,548214,680899,4,3646,9,21,2020,9/21/2020,1,0,885000
6025282,134971,643089,778060,3,3467,7,18,2017,7/18/2017,1,0,159000
6025304,113989,0,113989,3,2578,11,6,2017,11/6/2017,1,0,97000
6025380,126654,378629,505283,3,2231,8,24,2018,8/24/2018,1,0,710000
7871386,32500,187523,220023,3,1760,11,22,2017,11/22/2017,1,0,232500
3154070,40232,120048,160280,2,1142,6,26,2019,6/26/2019,0,0,165000
5715841,117000,120709,237709,,,11,5,2020,11/5/2020,0,1,365000
5715973,117000,126617,243617,,,1,31,2020,1/31/2020,0,1,425000
5718557,13500,98633,112133,2,1261,5,5,2017,5/5/2017,0,1,128000
5742962,68750,306608,375358,4,2465,5,1,2017,5/1/2017,0,1,405000
